@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute Instrument {0,1,2}
@attribute Pitch numeric

@data
1326,'2018/02/16 00:09:44:420',7,1.072699,1.072699,1.072699,1.072699,1.072699,1.072699,1.072699,1.072699,1.530529,1.530529,1.530529,1.530529,1.530529,1.530529,1.530529,1.625817,1.625817,1.625817,1.625817,1.625817,1.373071,1.373071,1.373071,1.373071,0.939609,0.939609,0.939609,0.606578,0.606578,0.606578,0.360474,0.360474,0.118509,0.118509,0.452756,0.452756,0.199315,0.199315,0.657154,0.20936,0.20936,1.985428,0.836707,8.06611,15.46857,19.798973,21.387766,20.412128,16.782425,10.235141,1.633802,0.978354,1.122515,0.261541,0.10542,0.18343,0.288256,2.056834,5.560024,4.915087,1.16723,0.583807,0.860566,0.41321,0.641589,3.315422,2.64576,0.505865,0.272552,0.410099,1.482459,1.366322,0.384254,0.466081,0.528187,0.981059,2.563609,1.233042,1.508274,1.817813,1.604069,0.821294,0.944715,0.725091,1.518669,0.980134,0.476664,0.189074,0.341757,0.818357,0.58593,0.68711,1.559542,1.136417,1.342667,0.887188,0.690142,0.284451,0.418275,0.222879,0.172068,0.110199,0.174424,0.455913,1.367931,1,0.39
1327,'2018/02/16 00:09:44:437',7,0.208353,0.208353,0.208353,0.208353,0.208353,0.208353,0.208353,0.208353,0.483552,0.483552,0.483552,0.483552,0.483552,0.483552,0.483552,0.789976,0.789976,0.789976,0.789976,0.789976,0.739084,0.739084,0.739084,0.739084,0.457223,0.457223,0.457223,0.296492,0.296492,0.296492,0.301762,0.301762,0.430666,0.430666,0.689157,0.689157,0.378582,0.378582,0.558599,0.245779,0.245779,1.823374,0.807232,8.052337,15.503226,19.893295,21.524706,20.56126,16.875834,10.066762,0.548092,1.483422,0.842332,0.272088,0.094721,0.103614,0.049423,1.799887,5.269355,4.678717,1.174322,0.209314,0.477686,0.499358,0.269866,2.779083,2.99349,0.379107,0.200854,0.390529,1.561643,1.138326,0.45887,0.39781,0.320653,0.784069,0.644762,0.655958,0.555679,0.48253,0.393771,0.300537,0.787412,0.542116,0.352597,0.382946,0.172592,0.084824,0.120532,0.171047,0.279713,0.926779,0.652234,0.393059,0.336282,0.295065,0.255561,0.318392,0.215831,0.16547,0.136113,0.167629,0.11724,0.192762,1.38521,1,0.39
1328,'2018/02/16 00:09:44:453',7,1.934618,1.934618,1.934618,1.934618,1.934618,1.934618,1.934618,1.934618,1.669718,1.669718,1.669718,1.669718,1.669718,1.669718,1.669718,1.179549,1.179549,1.179549,1.179549,1.179549,0.446489,0.446489,0.446489,0.446489,0.398948,0.398948,0.398948,0.41939,0.41939,0.41939,0.035609,0.035609,0.203008,0.203008,0.233156,0.233156,0.36192,0.36192,1.001773,0.456474,0.456474,1.878281,1.003445,7.913494,15.473836,19.911526,21.573973,20.644815,17.018179,10.343328,1.115857,1.367038,0.558904,0.405016,0.267542,0.073194,0.162841,1.598397,4.794911,4.229561,0.84657,0.464128,0.977699,1.202652,0.345515,3.015642,2.969402,0.218495,0.301304,0.47736,1.780615,1.067823,0.235609,0.384142,0.285692,1.922714,1.619463,0.963064,1.730186,1.573411,0.728308,0.46379,1.080568,0.478616,1.126573,0.537332,0.476941,0.136816,0.240869,0.233948,0.241742,0.441284,0.794684,0.616914,0.936548,0.73684,0.309768,0.320676,0.375158,0.219557,0.102086,0.117306,0.110074,0.3114,1.395739,1,0.39
1329,'2018/02/16 00:09:44:469',7,1.38775,1.38775,1.38775,1.38775,1.38775,1.38775,1.38775,1.38775,0.949023,0.949023,0.949023,0.949023,0.949023,0.949023,0.949023,0.104595,0.104595,0.104595,0.104595,0.104595,0.760304,0.760304,0.760304,0.760304,1.132028,1.132028,1.132028,1.065522,1.065522,1.065522,0.895202,0.895202,0.556097,0.556097,0.086617,0.086617,0.306488,0.306488,0.968683,0.505932,0.505932,1.680967,0.786771,8.088608,15.627683,20.093441,21.806026,20.954575,17.460732,11.055959,2.731915,1.589104,0.752119,0.560129,0.436956,0.240035,0.252963,1.340318,4.684195,4.409349,1.285988,0.315706,0.270589,0.06971,0.280482,3.49397,3.319914,0.314063,0.228828,0.248398,1.486782,1.448264,0.901598,0.687135,0.239923,0.226063,0.54656,0.418904,0.214763,0.222604,0.28688,0.12198,0.176353,0.222844,0.225656,0.133296,0.135265,0.105652,0.118727,0.086564,0.101598,0.25459,0.245554,0.194409,0.168978,0.199536,0.13498,0.165392,0.117617,0.089204,0.051968,0.083696,0.042649,0.123822,1.425454,1,0.39
1330,'2018/02/16 00:09:44:487',7,0.788153,0.788153,0.788153,0.788153,0.788153,0.788153,0.788153,0.788153,1.281241,1.281241,1.281241,1.281241,1.281241,1.281241,1.281241,1.043694,1.043694,1.043694,1.043694,1.043694,0.585265,0.585265,0.585265,0.585265,0.226903,0.226903,0.226903,0.166562,0.166562,0.166562,0.347646,0.347646,0.263974,0.263974,0.300182,0.300182,0.255368,0.255368,0.875825,0.460836,0.460836,1.772819,0.958073,8.012321,15.687006,20.218071,21.96908,21.143681,17.663502,11.219806,2.20719,1.298232,0.515313,0.448413,0.447029,0.296941,0.435588,1.590065,4.6674,4.172459,1.030479,0.458444,0.583761,0.344943,0.347892,3.22884,2.958079,0.403855,0.40256,0.26095,1.461547,1.805998,0.326863,1.322245,0.607379,0.903203,0.874793,1.121175,1.058609,1.876107,1.377058,0.174601,1.13342,1.162969,0.4891,0.258403,0.702021,0.120879,0.167036,0.186844,0.392814,0.287287,0.55768,0.506358,0.712921,0.52027,0.486823,0.306172,0.340067,0.168835,0.084062,0.189618,0.197613,0.257447,1.46345,1,0.39
1331,'2018/02/16 00:09:44:503',7,0.735041,0.735041,0.735041,0.735041,0.735041,0.735041,0.735041,0.735041,0.582016,0.582016,0.582016,0.582016,0.582016,0.582016,0.582016,0.303286,0.303286,0.303286,0.303286,0.303286,0.058926,0.058926,0.058926,0.058926,0.158455,0.158455,0.158455,0.163185,0.163185,0.163185,0.242089,0.242089,0.126962,0.126962,0.264993,0.264993,0.2109,0.2109,0.946166,0.592739,0.592739,1.772976,0.953332,8.267454,16.011156,20.577221,22.348846,21.529909,18.030077,11.499596,2.254064,1.168816,1.01037,0.312311,0.204576,0.305074,0.203053,1.263522,3.436361,2.751294,0.407704,0.298647,0.62233,0.835059,0.459975,3.722134,4.107077,0.497321,0.0926,0.426643,1.432599,1.264686,0.411541,0.390945,0.693778,0.675955,1.062309,1.020985,1.12158,1.340043,0.456802,0.204648,0.431272,0.536841,0.939939,0.183112,0.130998,0.198845,0.101595,0.137668,0.288568,0.37573,0.542937,0.560916,0.478219,0.586527,0.273762,0.293791,0.226925,0.14224,0.063118,0.100974,0.074159,0.24804,1.523069,1,0.39
1332,'2018/02/16 00:09:44:520',7,0.291278,0.291278,0.291278,0.291278,0.291278,0.291278,0.291278,0.291278,0.804172,0.804172,0.804172,0.804172,0.804172,0.804172,0.804172,0.859242,0.859242,0.859242,0.859242,0.859242,0.602271,0.602271,0.602271,0.602271,0.307689,0.307689,0.307689,0.404901,0.404901,0.404901,0.563366,0.563366,0.235787,0.235787,0.429975,0.429975,0.412315,0.412315,0.657489,0.32049,0.32049,2.243403,1.542376,8.142406,16.175169,20.84948,22.665678,21.845478,18.26634,11.439585,2.22873,2.230244,1.098275,0.388551,0.249669,0.259151,0.427599,0.859595,2.969063,2.573865,0.57153,0.32332,0.576345,0.71318,0.391605,4.05317,4.533844,0.313623,0.333732,0.222685,1.258857,1.490228,0.419233,0.513107,0.69265,0.608484,0.382394,0.682211,0.997016,1.039073,0.662065,0.282455,0.896684,0.570253,0.410243,0.410667,0.340926,0.116784,0.068596,0.101553,0.192747,0.454597,0.944112,0.408787,0.480606,0.401121,0.223485,0.229447,0.19159,0.161289,0.109721,0.0957,0.102742,0.200312,1.595547,1,0.39
1333,'2018/02/16 00:09:44:537',7,1.207871,1.207871,1.207871,1.207871,1.207871,1.207871,1.207871,1.207871,0.902363,0.902363,0.902363,0.902363,0.902363,0.902363,0.902363,0.673405,0.673405,0.673405,0.673405,0.673405,0.457307,0.457307,0.457307,0.457307,0.55472,0.55472,0.55472,0.708365,0.708365,0.708365,0.567974,0.567974,0.567531,0.567531,0.916121,0.916121,0.688188,0.688188,0.51442,0.312493,0.312493,2.102383,1.565123,8.607556,16.861139,21.682152,23.612383,22.893333,19.407093,12.617877,2.191446,2.250767,0.938944,0.488462,0.452566,0.333961,0.097937,1.406529,3.921182,3.679553,0.923209,0.364521,0.196185,0.255808,0.334751,4.201984,4.505131,0.328151,0.122471,0.186484,1.002852,1.41667,0.415498,0.456838,0.928351,1.461979,0.793591,0.258081,0.930887,2.161969,0.594265,0.521315,0.796563,0.65602,1.103043,0.600374,0.695146,0.181844,0.135099,0.430167,0.243815,0.47097,0.55645,0.701218,0.841579,0.697802,0.337047,0.249796,0.161091,0.231576,0.141501,0.201829,0.112899,0.244176,1.806694,1,0.39
1334,'2018/02/16 00:09:44:554',7,1.018489,1.018489,1.018489,1.018489,1.018489,1.018489,1.018489,1.018489,0.987235,0.987235,0.987235,0.987235,0.987235,0.987235,0.987235,0.957774,0.957774,0.957774,0.957774,0.957774,0.792311,0.792311,0.792311,0.792311,0.537659,0.537659,0.537659,0.259751,0.259751,0.259751,0.261114,0.261114,0.219733,0.219733,0.464025,0.464025,0.314371,0.314371,0.895715,0.599276,0.599276,2.125854,1.631258,8.553754,16.882828,21.69997,23.60117,22.835983,19.279921,12.373053,1.46092,2.075267,1.07291,0.415237,0.28996,0.416368,0.148833,1.366199,3.697201,3.539471,0.899386,0.237487,0.133826,0.230054,0.267043,4.186374,4.682,0.376427,0.20308,0.240305,0.782965,1.137701,0.264452,0.83977,0.438824,0.608485,0.594159,0.575288,0.300995,0.456003,0.332182,0.260832,0.568699,0.342273,0.548668,0.362643,0.238236,0.220557,0.062804,0.132539,0.127519,0.364603,0.285256,0.39931,0.272995,0.347039,0.255774,0.220796,0.228301,0.086018,0.066287,0.138785,0.113058,0.154098,1.811738,1,0.39
1335,'2018/02/16 00:09:44:570',7,1.494656,1.494656,1.494656,1.494656,1.494656,1.494656,1.494656,1.494656,1.371287,1.371287,1.371287,1.371287,1.371287,1.371287,1.371287,1.250185,1.250185,1.250185,1.250185,1.250185,0.878946,0.878946,0.878946,0.878946,0.368751,0.368751,0.368751,0.08382,0.08382,0.08382,0.159016,0.159016,0.27011,0.27011,0.643233,0.643233,0.490775,0.490775,0.987045,0.628017,0.628017,2.158869,1.559121,8.62527,16.804401,21.520061,23.331272,22.468702,18.795641,11.776087,2.026055,1.795246,1.196458,0.480446,0.46353,0.374657,0.461904,0.484261,2.246668,2.373264,0.637018,0.723334,0.928365,0.440479,0.499678,4.116388,4.494904,0.418089,0.167448,0.395022,1.467746,1.483411,0.339136,0.593342,1.023247,1.387874,0.868465,0.94461,1.516565,1.486089,1.589117,0.659837,0.746864,1.004034,0.800024,0.452885,0.598254,0.19054,0.291916,0.682817,0.421654,0.536781,0.998402,0.637768,0.680145,0.52233,0.505184,0.414191,0.244141,0.231866,0.140392,0.171456,0.141547,0.307028,1.74821,1,0.39
1336,'2018/02/16 00:09:44:587',7,3.076478,3.076478,3.076478,3.076478,3.076478,3.076478,3.076478,3.076478,1.972748,1.972748,1.972748,1.972748,1.972748,1.972748,1.972748,0.731543,0.731543,0.731543,0.731543,0.731543,0.300999,0.300999,0.300999,0.300999,0.504424,0.504424,0.504424,0.477333,0.477333,0.477333,0.516817,0.516817,0.236963,0.236963,0.39647,0.39647,0.351934,0.351934,0.593178,0.463575,0.463575,2.112936,1.498688,8.36123,16.503706,21.262638,23.152491,22.414385,18.956448,12.356239,2.518233,1.506982,0.960448,0.329096,0.090099,0.150299,0.099134,0.486411,2.021329,2.143751,0.770092,0.189926,0.225325,0.282846,0.229058,3.857229,4.322415,0.25909,0.077624,0.091844,1.317,1.749102,0.42712,0.233134,0.375537,0.531906,0.657483,0.900998,0.480456,0.330588,0.325128,0.21203,0.248296,0.19663,0.401367,0.166672,0.254777,0.129366,0.157489,0.173543,0.144234,0.569624,0.519263,0.319486,0.275692,0.251551,0.193086,0.206142,0.174677,0.076758,0.073219,0.118214,0.064817,0.141981,1.700466,1,0.39
1337,'2018/02/16 00:09:44:603',7,0.763626,0.763626,0.763626,0.763626,0.763626,0.763626,0.763626,0.763626,0.636259,0.636259,0.636259,0.636259,0.636259,0.636259,0.636259,0.364908,0.364908,0.364908,0.364908,0.364908,0.173097,0.173097,0.173097,0.173097,0.446747,0.446747,0.446747,0.517293,0.517293,0.517293,0.405786,0.405786,0.429792,0.429792,0.602402,0.602402,0.676789,0.676789,1.12531,0.721229,0.721229,2.059954,1.518532,8.279019,16.352674,21.066347,22.929106,22.189608,18.788952,12.439306,3.636766,1.011988,1.556259,0.582555,0.500481,0.33164,0.285739,0.782334,2.90393,2.894764,0.887925,0.138874,0.407186,0.724487,0.557774,4.096488,4.25066,0.254353,0.129007,0.375927,1.207628,1.171363,0.295717,0.183259,0.340212,1.917024,1.681109,1.081194,1.029425,1.853645,1.266301,0.4897,0.670271,0.576504,0.777014,0.317472,0.51144,0.138272,0.156711,0.225585,0.468917,0.527523,0.819874,0.655827,1.006131,0.639576,0.522864,0.230451,0.285425,0.172282,0.111192,0.163706,0.132368,0.334885,1.653351,1,0.39
1338,'2018/02/16 00:09:44:620',7,0.506533,0.506533,0.506533,0.506533,0.506533,0.506533,0.506533,0.506533,0.664775,0.664775,0.664775,0.664775,0.664775,0.664775,0.664775,0.925558,0.925558,0.925558,0.925558,0.925558,0.893018,0.893018,0.893018,0.893018,0.672256,0.672256,0.672256,0.642667,0.642667,0.642667,0.743434,0.743434,0.603175,0.603175,0.420823,0.420823,0.505678,0.505678,0.907057,0.302478,0.302478,1.748719,0.438439,8.461587,15.900532,20.332033,22.064404,21.2876,17.957277,11.907083,3.921817,1.040617,1.648272,0.524622,0.174448,0.268623,0.070704,1.351924,3.935071,3.673638,0.932971,0.436696,0.388811,0.339231,0.321746,3.321932,3.697924,0.356978,0.050931,0.183531,1.336589,1.039919,0.641358,1.086443,0.523957,1.118866,1.49145,0.913478,0.587068,0.674206,1.044801,0.521177,0.597151,0.67398,0.622309,0.309292,0.265883,0.144545,0.124135,0.22807,0.311241,0.367565,0.714667,0.759667,0.485283,0.529101,0.320699,0.235122,0.197292,0.182204,0.079761,0.116411,0.092766,0.153103,1.438547,1,0.39
1339,'2018/02/16 00:10:15:400',8,0.540332,0.540332,0.540332,0.540332,0.540332,0.540332,0.540332,0.540332,0.982279,0.982279,0.982279,0.982279,0.982279,0.982279,0.982279,0.81718,0.81718,0.81718,0.81718,0.81718,0.553003,0.553003,0.553003,0.553003,0.396594,0.396594,0.396594,0.287237,0.287237,0.287237,0.207909,0.207909,0.106326,0.106326,0.129445,0.129445,0.336926,0.336926,0.409102,0.308402,0.308402,0.099361,0.099628,0.056072,0.224909,0.51615,0.584382,0.446505,0.485857,0.726219,0.782001,0.457573,0.612458,0.688042,0.427654,0.348492,0.282315,0.774476,0.93154,0.781088,1.199733,1.968893,3.023182,4.027746,4.946063,5.077917,4.933136,4.319828,4.573806,4.073225,3.170332,3.090335,3.019621,2.735408,4.739228,5.173807,2.82125,1.031682,1.624314,1.862114,2.873976,1.048235,1.581764,2.201474,0.860813,0.684126,0.585301,0.292378,0.290561,0.481894,0.474614,0.648033,0.63337,0.426417,0.700724,0.504695,0.391162,0.59779,0.34442,0.128014,0.118731,0.114454,0.130141,0.250386,1.043074,2,0.5
1340,'2018/02/16 00:10:15:416',8,0.480643,0.480643,0.480643,0.480643,0.480643,0.480643,0.480643,0.480643,1.206714,1.206714,1.206714,1.206714,1.206714,1.206714,1.206714,2.037594,2.037594,2.037594,2.037594,2.037594,2.994851,2.994851,2.994851,2.994851,4.074566,4.074566,4.074566,4.752311,4.752311,4.752311,4.58503,4.58503,5.230808,5.230808,7.162928,7.162928,8.042583,8.042583,7.276375,5.315035,5.315035,3.497678,2.864837,2.828082,2.709358,2.378354,2.246442,2.179234,2.059986,2.316026,3.013956,3.926543,4.344843,3.811478,2.823202,2.307621,3.003372,5.409031,6.598504,6.573364,5.302608,6.100145,7.495263,7.991173,7.232552,6.293929,2.318388,4.650286,10.049961,9.511305,7.30363,5.732545,6.548752,10.846724,7.558717,13.003247,7.555336,5.68305,5.796304,4.497983,2.823276,2.225733,3.539823,5.032878,1.968954,0.377751,0.468125,0.263739,1.272231,0.814266,0.794984,0.347996,0.597076,0.740353,0.566704,1.652788,0.49807,0.767305,1.141219,0.222394,0.138359,0.116758,0.078089,0.237259,1.073519,2,0.5
1341,'2018/02/16 00:10:15:433',8,2.49631,2.49631,2.49631,2.49631,2.49631,2.49631,2.49631,2.49631,2.239689,2.239689,2.239689,2.239689,2.239689,2.239689,2.239689,1.837005,1.837005,1.837005,1.837005,1.837005,1.540735,1.540735,1.540735,1.540735,1.814621,1.814621,1.814621,2.7877,2.7877,2.7877,4.157993,4.157993,5.516615,5.516615,6.468272,6.468272,6.658214,6.658214,5.843887,4.005207,4.005207,1.921338,2.439728,3.267696,3.257159,2.594077,1.727522,2.05851,3.23674,4.023115,4.216864,3.752008,2.856214,1.393867,0.328909,1.541403,1.148432,1.673628,1.301803,2.573734,4.185407,5.327549,6.644659,7.852771,5.433294,5.137774,4.567469,10.425231,6.343973,8.143259,5.745943,11.183748,8.868095,14.340073,9.603153,6.769047,9.333178,7.345951,5.682168,4.279873,3.298781,2.570269,3.300245,3.865487,2.45798,0.885201,2.639995,1.496929,0.592967,0.633266,0.576642,0.355516,0.624292,0.466527,0.635784,1.315999,0.536083,1.618643,0.59779,0.157682,0.06454,0.101805,0.092289,0.131735,1.416132,2,0.5
1342,'2018/02/16 00:10:15:450',8,1.110229,1.110229,1.110229,1.110229,1.110229,1.110229,1.110229,1.110229,0.679324,0.679324,0.679324,0.679324,0.679324,0.679324,0.679324,0.700661,0.700661,0.700661,0.700661,0.700661,0.931092,0.931092,0.931092,0.931092,1.048336,1.048336,1.048336,1.027985,1.027985,1.027985,0.926424,0.926424,1.858283,1.858283,3.376341,3.376341,4.321068,4.321068,4.200958,3.050788,3.050788,1.615441,1.394325,1.718275,2.148105,2.60546,3.034498,3.717531,4.691162,5.509408,5.670471,4.475417,3.211454,2.741347,2.251781,2.186033,1.215706,3.342584,2.89966,1.948405,3.51174,2.381657,6.667161,8.379289,8.47076,9.879869,6.631134,10.553416,12.266392,8.277674,4.425819,8.143769,7.429725,8.470548,11.687254,6.979736,9.357718,8.215075,4.114792,3.519571,4.306668,3.005322,2.22483,3.527104,2.654602,1.347579,2.596736,1.073334,1.453745,0.424013,0.234582,0.61858,0.734058,0.526146,0.724656,0.839324,0.748496,0.618547,0.545884,0.228673,0.117036,0.102724,0.127138,0.261306,1.137182,2,0.5
1343,'2018/02/16 00:10:15:667',8,0.881723,0.881723,0.881723,0.881723,0.881723,0.881723,0.881723,0.881723,1.923438,1.923438,1.923438,1.923438,1.923438,1.923438,1.923438,1.656054,1.656054,1.656054,1.656054,1.656054,0.947666,0.947666,0.947666,0.947666,0.277987,0.277987,0.277987,0.088581,0.088581,0.088581,0.036948,0.036948,0.264624,0.264624,0.36644,0.36644,0.230215,0.230215,0.167263,0.459596,0.459596,0.566667,0.622186,0.560522,0.228889,0.47979,0.772292,0.59712,0.458406,0.971642,1.282422,1.285954,1.055516,0.918993,1.275456,1.431585,1.656372,2.108766,2.606953,2.973481,3.512784,4.193262,4.75954,5.31188,5.257338,5.341167,4.974637,5.319412,5.143433,5.011246,4.33603,5.063917,6.174681,6.221297,5.855559,5.350431,3.928447,2.798561,1.794595,2.004744,0.938236,0.588179,0.469876,1.002121,0.725321,0.479601,0.656152,0.346987,0.230792,0.269228,0.408937,0.524619,0.602159,0.603495,0.701042,0.754443,0.353064,0.737476,0.581928,0.15729,0.133551,0.133869,0.081023,0.202855,1.067216,2,0.5
1344,'2018/02/16 00:10:15:683',8,0.71814,0.71814,0.71814,0.71814,0.71814,0.71814,0.71814,0.71814,2.650058,2.650058,2.650058,2.650058,2.650058,2.650058,2.650058,5.372957,5.372957,5.372957,5.372957,5.372957,7.003012,7.003012,7.003012,7.003012,6.63126,6.63126,6.63126,4.376002,4.376002,4.376002,2.997255,2.997255,5.439443,5.439443,7.802616,7.802616,8.8711,8.8711,8.139008,5.707225,5.707225,2.875319,2.42756,2.003034,0.875835,1.450117,1.587211,0.808409,1.491045,2.157383,1.955772,1.299243,1.590102,1.957972,1.50298,0.822456,4.417418,7.387351,3.199759,5.281114,3.098593,3.35139,1.898889,2.336772,4.475567,4.651576,4.832671,9.385439,12.193378,7.705952,10.523232,9.150625,5.451459,7.155104,4.592936,5.990236,9.220915,9.471332,10.00913,7.247233,3.351272,3.179615,2.220332,2.72158,1.72226,2.12261,1.140986,2.329726,1.936367,0.761588,0.350472,0.633006,0.382897,0.954169,1.626612,1.367683,1.028707,3.358758,1.785539,0.29239,0.070499,0.153421,0.11191,0.242985,1.247636,2,0.5
1345,'2018/02/16 00:10:15:700',8,1.63686,1.63686,1.63686,1.63686,1.63686,1.63686,1.63686,1.63686,2.462613,2.462613,2.462613,2.462613,2.462613,2.462613,2.462613,2.156697,2.156697,2.156697,2.156697,2.156697,2.391409,2.391409,2.391409,2.391409,3.074245,3.074245,3.074245,3.190934,3.190934,3.190934,2.703198,2.703198,1.707132,1.707132,0.371805,0.371805,0.913024,0.913024,0.726622,1.684028,1.684028,3.092397,3.369869,2.774511,3.045326,4.108713,4.761834,4.858954,4.373263,3.274855,1.992308,1.766601,0.994546,1.579266,2.424837,1.847565,1.934497,3.96295,4.873223,2.959197,5.780242,3.842219,5.158889,8.840057,8.106053,7.130488,9.012615,10.940069,11.997287,11.618828,3.678763,8.335178,7.967239,4.823626,4.446096,7.342615,9.061251,3.523462,6.491548,5.755506,4.954365,4.101451,3.727373,2.424885,1.710571,1.553912,2.006953,2.235998,2.148048,0.48084,0.371593,0.47752,0.743844,0.840784,1.437314,1.849148,1.921535,2.715427,1.082538,0.159352,0.09314,0.115292,0.080562,0.178931,1.185333,2,0.5
1346,'2018/02/16 00:10:15:716',8,0.782453,0.782453,0.782453,0.782453,0.782453,0.782453,0.782453,0.782453,1.267297,1.267297,1.267297,1.267297,1.267297,1.267297,1.267297,1.663616,1.663616,1.663616,1.663616,1.663616,1.641328,1.641328,1.641328,1.641328,1.228059,1.228059,1.228059,0.766009,0.766009,0.766009,0.262312,0.262312,0.643564,0.643564,1.351824,1.351824,2.005926,2.005926,2.447474,2.347286,2.347286,1.623852,0.463541,0.893999,2.086673,3.032993,3.555829,3.673103,3.51312,2.947039,1.939365,1.174678,2.377251,3.483315,2.898743,1.851346,2.967341,4.289124,6.784508,7.76436,5.326734,4.29725,6.743463,5.770418,5.80201,3.877426,4.040316,3.912934,6.57623,6.130572,4.762094,3.988108,5.891562,8.076918,2.704694,8.562625,8.21562,3.165798,7.591089,4.112978,4.320615,1.55992,2.606398,1.223673,1.880704,1.077107,1.096249,1.055239,1.209105,0.490345,0.39904,0.57189,1.20602,1.027847,1.401711,2.741254,1.492275,2.076108,0.855372,0.203591,0.107513,0.122167,0.145348,0.209506,0.959096,2,0.5
1347,'2018/02/16 00:10:15:849',8,0.630965,0.630965,0.630965,0.630965,0.630965,0.630965,0.630965,0.630965,3.070327,3.070327,3.070327,3.070327,3.070327,3.070327,3.070327,5.757739,5.757739,5.757739,5.757739,5.757739,7.829368,7.829368,7.829368,7.829368,8.663609,8.663609,8.663609,8.181129,8.181129,8.181129,6.336575,6.336575,2.767811,2.767811,3.4099,3.4099,5.773392,5.773392,5.673823,3.520396,3.520396,1.631002,3.117138,3.374125,3.060972,3.005284,2.746373,2.218444,2.782374,4.046563,4.834419,4.621035,3.935235,1.878202,1.613898,3.104094,3.288081,2.484046,3.113164,5.0592,5.51171,4.62327,11.169182,12.603692,10.587413,8.146089,7.614616,11.209702,11.269624,4.958856,5.066653,5.841833,7.045949,11.260557,9.573992,14.853211,11.861482,4.092545,6.429755,6.920922,2.911696,4.358976,2.01602,2.817921,1.943557,1.859603,1.932265,0.999814,2.042979,1.000497,0.91022,0.324721,0.507475,1.064576,2.444698,5.763747,2.46746,4.107369,1.218644,0.287787,0.148801,0.296468,0.098795,0.273516,1.425578,2,0.5
