@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute Instrument {0,1,2}
@attribute Pitch numeric

@data
386,'2018/02/16 00:07:04:307',4,0.927961,0.927961,0.927961,0.927961,0.927961,0.927961,0.927961,0.927961,0.842073,0.842073,0.842073,0.842073,0.842073,0.842073,0.842073,0.746458,0.746458,0.746458,0.746458,0.746458,0.672386,0.672386,0.672386,0.672386,0.641904,0.641904,0.641904,0.590728,0.590728,0.590728,0.479507,0.479507,0.356655,0.356655,0.389955,0.389955,0.531115,0.531115,0.543667,0.339073,0.339073,0.181256,0.454399,0.614567,0.563294,0.389841,0.342455,0.447106,0.455872,0.3049,0.185667,0.333238,0.247593,0.312077,0.453011,0.890931,2.366168,12.164558,24.085463,23.912033,11.603198,1.887332,0.475602,0.497577,0.365089,0.203085,0.289218,0.318549,0.358843,0.610864,8.813044,9.558434,0.427638,0.793612,0.592021,1.100374,1.13525,0.811157,0.654584,1.572176,1.03986,0.757227,0.462488,0.561703,0.574193,0.386129,0.385309,0.179754,0.186592,0.371644,0.706883,0.439696,0.766797,1.029582,0.810839,0.540396,0.529611,0.401869,0.380432,0.208242,0.132749,0.267106,0.130425,0.363126,2.382402,1,1
387,'2018/02/16 00:07:04:323',4,2.670311,2.670311,2.670311,2.670311,2.670311,2.670311,2.670311,2.670311,1.665355,1.665355,1.665355,1.665355,1.665355,1.665355,1.665355,0.760362,0.760362,0.760362,0.760362,0.760362,0.283548,0.283548,0.283548,0.283548,0.319853,0.319853,0.319853,0.58776,0.58776,0.58776,0.751344,0.751344,0.684025,0.684025,0.447804,0.447804,0.267129,0.267129,0.33259,0.374203,0.374203,0.328537,0.29155,0.29764,0.260776,0.134089,0.089779,0.234586,0.208066,0.020681,0.077924,0.123698,0.3132,0.336979,0.47948,0.833211,2.566495,11.762569,24.05336,24.070826,11.869196,2.078196,0.803715,0.301647,0.141235,0.170654,0.243282,0.11518,0.186805,0.440193,6.985926,8.930439,0.579371,0.388263,0.429715,0.734125,0.589809,0.836965,0.762301,0.704477,0.49407,0.281867,0.515479,0.431748,0.383183,0.277574,0.344011,0.183287,0.112754,0.206956,0.179239,0.450714,0.472584,0.388749,0.33376,0.402876,0.285412,0.364164,0.153209,0.108157,0.07572,0.172601,0.083399,0.17207,2.365344,1,1
388,'2018/02/16 00:07:04:340',4,2.356097,2.356097,2.356097,2.356097,2.356097,2.356097,2.356097,2.356097,1.609063,1.609063,1.609063,1.609063,1.609063,1.609063,1.609063,0.821864,0.821864,0.821864,0.821864,0.821864,0.230156,0.230156,0.230156,0.230156,0.239885,0.239885,0.239885,0.384792,0.384792,0.384792,0.450658,0.450658,0.383523,0.383523,0.240825,0.240825,0.140686,0.140686,0.134653,0.142786,0.142786,0.115446,0.122827,0.167434,0.149646,0.054333,0.097445,0.212218,0.339991,0.436961,0.441997,0.301553,0.412197,0.378079,0.560581,0.949086,2.26404,11.992235,24.045559,24.058151,12.00338,1.881403,1.205106,0.447973,0.560787,0.323701,0.45683,0.418262,0.304576,0.473753,6.636005,8.708408,0.599076,0.794793,0.841767,1.934266,1.137796,1.586779,1.220041,2.467928,1.169441,0.53927,1.143982,0.611336,0.844729,0.65836,0.649964,0.22479,0.16453,0.661757,0.376341,0.406224,1.264348,1.095245,0.959339,0.813401,0.744396,0.537962,0.409778,0.261265,0.164626,0.22646,0.185817,0.398178,2.360662,1,1
389,'2018/02/16 00:07:04:358',4,0.758549,0.758549,0.758549,0.758549,0.758549,0.758549,0.758549,0.758549,1.038355,1.038355,1.038355,1.038355,1.038355,1.038355,1.038355,0.892034,0.892034,0.892034,0.892034,0.892034,0.540374,0.540374,0.540374,0.540374,0.247746,0.247746,0.247746,0.127727,0.127727,0.127727,0.086951,0.086951,0.11739,0.11739,0.306625,0.306625,0.527788,0.527788,0.624475,0.520568,0.520568,0.278774,0.06195,0.070286,0.103418,0.221209,0.264919,0.16569,0.108686,0.228897,0.237403,0.179485,0.366637,0.347731,0.280766,1.029138,2.907357,11.428469,24.215069,24.406427,12.35715,2.021818,0.497148,0.583716,0.103984,0.237655,0.23774,0.093396,0.132177,0.37756,7.640698,9.362734,0.49446,0.18454,0.170771,0.940435,1.586842,1.103159,0.763301,0.951182,0.492065,0.374734,0.368924,0.556689,0.429706,0.27053,0.372299,0.207083,0.22856,0.39978,0.209925,0.483417,0.817372,0.783446,0.579814,0.380797,0.478981,0.348141,0.2458,0.145403,0.123425,0.16599,0.116813,0.30235,2.45426,1,1
390,'2018/02/16 00:07:04:374',4,0.483489,0.483489,0.483489,0.483489,0.483489,0.483489,0.483489,0.483489,0.836259,0.836259,0.836259,0.836259,0.836259,0.836259,0.836259,0.693011,0.693011,0.693011,0.693011,0.693011,0.389869,0.389869,0.389869,0.389869,0.124658,0.124658,0.124658,0.249651,0.249651,0.249651,0.460607,0.460607,0.521146,0.521146,0.456773,0.456773,0.333115,0.333115,0.173929,0.036848,0.036848,0.059239,0.126133,0.17853,0.115704,0.039432,0.088767,0.149493,0.249474,0.21871,0.254942,0.451744,0.178113,0.377089,0.595034,0.917806,3.074689,11.42157,24.493282,24.752937,12.602642,2.126034,0.718811,0.595238,0.315206,0.162472,0.261191,0.246862,0.17088,0.377461,7.409275,8.677683,0.572556,0.67429,0.767624,1.903715,0.50055,1.69134,1.000878,1.937273,0.574601,0.568074,1.077279,0.903276,1.032648,0.37585,0.574928,0.096023,0.268981,0.536598,0.335724,0.650936,0.802257,0.997193,1.053926,0.613881,0.755559,0.491775,0.412956,0.193554,0.139752,0.218216,0.11308,0.372428,2.547627,1,1
391,'2018/02/16 00:07:04:390',4,0.888241,0.888241,0.888241,0.888241,0.888241,0.888241,0.888241,0.888241,1.337345,1.337345,1.337345,1.337345,1.337345,1.337345,1.337345,1.269718,1.269718,1.269718,1.269718,1.269718,0.901755,0.901755,0.901755,0.901755,0.497811,0.497811,0.497811,0.261428,0.261428,0.261428,0.092561,0.092561,0.264586,0.264586,0.475963,0.475963,0.544472,0.544472,0.482837,0.410679,0.410679,0.40171,0.365618,0.286871,0.18309,0.070955,0.205739,0.226628,0.103182,0.161086,0.229267,0.383652,0.142826,0.341747,0.552704,1.075379,3.062919,12.633226,25.479584,25.623163,13.345816,2.257673,0.730683,0.686915,0.261909,0.143361,0.099017,0.053965,0.091607,0.421652,6.380181,8.125925,0.361086,0.227543,0.24743,1.309636,0.935314,1.327389,0.895987,1.956854,1.181692,0.396218,0.369424,0.304785,0.671012,0.215334,0.662764,0.134703,0.088103,0.420154,0.282326,0.410552,0.782127,0.595762,0.57817,0.395025,0.448875,0.396823,0.292354,0.130042,0.142902,0.162725,0.111066,0.259804,2.780806,1,1
392,'2018/02/16 00:07:04:408',4,1.296613,1.296613,1.296613,1.296613,1.296613,1.296613,1.296613,1.296613,0.784835,0.784835,0.784835,0.784835,0.784835,0.784835,0.784835,0.562214,0.562214,0.562214,0.562214,0.562214,0.620201,0.620201,0.620201,0.620201,0.596227,0.596227,0.596227,0.552556,0.552556,0.552556,0.499353,0.499353,0.422481,0.422481,0.357102,0.357102,0.241909,0.241909,0.133161,0.282224,0.282224,0.412368,0.39919,0.274351,0.206579,0.229453,0.21524,0.173058,0.26791,0.49566,0.510639,0.220616,0.566827,0.412311,0.472138,1.067909,3.093138,12.881388,25.76734,25.871992,13.298799,2.48897,1.042081,0.364879,0.215784,0.095415,0.234686,0.238389,0.161429,0.381874,5.882695,7.627419,0.259154,0.179818,0.246817,1.459611,1.593805,1.775051,0.679128,1.893416,0.733253,0.564242,0.880019,0.518615,0.585857,0.686627,0.448669,0.178476,0.219433,0.304834,0.451904,0.544354,0.751192,0.726469,1.006895,0.473723,0.342415,0.427324,0.360044,0.161025,0.192898,0.184326,0.087541,0.251228,2.897475,1,1
393,'2018/02/16 00:07:04:424',4,0.456638,0.456638,0.456638,0.456638,0.456638,0.456638,0.456638,0.456638,1.312292,1.312292,1.312292,1.312292,1.312292,1.312292,1.312292,1.418935,1.418935,1.418935,1.418935,1.418935,1.313026,1.313026,1.313026,1.313026,1.13986,1.13986,1.13986,0.944086,0.944086,0.944086,0.802746,0.802746,0.75846,0.75846,0.667719,0.667719,0.493593,0.493593,0.304021,0.129353,0.129353,0.027765,0.097892,0.248561,0.212957,0.142096,0.386736,0.44251,0.458421,0.530576,0.370444,0.228699,0.087432,0.343139,0.589159,1.201867,3.19551,13.86435,26.520679,26.440094,13.469252,2.716536,0.769752,0.403886,0.272966,0.305153,0.334284,0.21864,0.382006,0.40071,5.542537,6.47745,0.280981,0.391845,0.643941,0.860125,0.904216,1.173223,1.383912,1.04802,1.145525,0.535669,0.226175,0.482925,0.681227,0.545963,0.360285,0.108502,0.11777,0.166692,0.323693,0.39549,0.44261,0.680759,0.494353,0.648325,0.346656,0.326507,0.172584,0.173603,0.081683,0.142295,0.096495,0.1958,3.117204,1,1
394,'2018/02/16 00:07:04:441',4,1.155061,1.155061,1.155061,1.155061,1.155061,1.155061,1.155061,1.155061,0.868033,0.868033,0.868033,0.868033,0.868033,0.868033,0.868033,0.373567,0.373567,0.373567,0.373567,0.373567,0.028102,0.028102,0.028102,0.028102,0.130313,0.130313,0.130313,0.214118,0.214118,0.214118,0.277554,0.277554,0.204693,0.204693,0.107788,0.107788,0.180836,0.180836,0.234425,0.205434,0.205434,0.225607,0.253484,0.200063,0.139883,0.096623,0.120678,0.412855,0.515272,0.317931,0.184877,0.235797,0.451118,0.397242,0.424773,1.313077,3.095513,13.707067,26.255602,26.094124,13.144121,2.464525,1.053302,0.420131,0.180868,0.164959,0.253847,0.147894,0.06271,0.214099,4.956953,5.610604,0.446598,0.567116,0.181264,0.3244,0.535108,0.993943,0.42762,0.558111,0.282927,0.39353,0.457377,0.190305,0.341704,0.458344,0.436701,0.116556,0.111895,0.188434,0.232175,0.452488,0.530903,0.220975,0.340712,0.35537,0.290855,0.233514,0.1877,0.091981,0.106705,0.118292,0.082264,0.215551,2.983204,1,1
395,'2018/02/16 00:07:04:457',4,3.13931,3.13931,3.13931,3.13931,3.13931,3.13931,3.13931,3.13931,2.441296,2.441296,2.441296,2.441296,2.441296,2.441296,2.441296,1.596109,1.596109,1.596109,1.596109,1.596109,0.753411,0.753411,0.753411,0.753411,0.182833,0.182833,0.182833,0.124527,0.124527,0.124527,0.161848,0.161848,0.197987,0.197987,0.290587,0.290587,0.377139,0.377139,0.39787,0.352345,0.352345,0.22154,0.071443,0.264713,0.268735,0.100733,0.077744,0.244236,0.353181,0.307508,0.247579,0.388949,0.195962,0.39648,0.547792,1.193492,2.643294,13.868734,25.840424,25.443176,12.366257,2.233476,0.889781,0.641003,0.280468,0.28531,0.276448,0.170073,0.120213,0.365064,5.385763,6.100221,0.36903,0.747401,0.499716,0.870624,1.347257,0.7227,1.313585,1.872696,1.390831,0.547358,0.558278,0.40104,0.916011,0.596486,0.246976,0.233617,0.121767,0.514786,0.219712,0.478101,0.398826,0.762452,1.049865,0.602157,0.63225,0.308919,0.261781,0.136319,0.152864,0.206922,0.107277,0.313805,2.806547,1,1
396,'2018/02/16 00:07:04:474',4,1.124993,1.124993,1.124993,1.124993,1.124993,1.124993,1.124993,1.124993,0.792172,0.792172,0.792172,0.792172,0.792172,0.792172,0.792172,0.485227,0.485227,0.485227,0.485227,0.485227,0.366275,0.366275,0.366275,0.366275,0.259951,0.259951,0.259951,0.316378,0.316378,0.316378,0.525539,0.525539,0.666398,0.666398,0.717936,0.717936,0.672876,0.672876,0.518052,0.27577,0.27577,0.186495,0.357598,0.407163,0.362256,0.279957,0.098732,0.131778,0.182175,0.207032,0.236655,0.122108,0.472417,0.3822,0.404888,1.039416,3.114626,13.403309,25.456417,25.040899,12.014833,2.232204,0.680077,0.472628,0.212527,0.173944,0.12755,0.035134,0.120237,0.299868,6.769372,7.182397,0.270123,0.129227,0.199121,0.632631,0.424752,0.946214,0.535389,0.226009,0.358841,0.136331,0.311625,0.159115,0.209456,0.187099,0.246185,0.100398,0.118868,0.107428,0.206398,0.350605,0.37556,0.239711,0.26512,0.289278,0.323058,0.168782,0.093239,0.098569,0.078616,0.096985,0.118835,0.157516,2.699506,1,1
397,'2018/02/16 00:07:04:491',4,0.318188,0.318188,0.318188,0.318188,0.318188,0.318188,0.318188,0.318188,0.66861,0.66861,0.66861,0.66861,0.66861,0.66861,0.66861,0.699416,0.699416,0.699416,0.699416,0.699416,0.596981,0.596981,0.596981,0.596981,0.48039,0.48039,0.48039,0.445313,0.445313,0.445313,0.472585,0.472585,0.466952,0.466952,0.46007,0.46007,0.527325,0.527325,0.575112,0.498983,0.498983,0.300751,0.076683,0.080784,0.071354,0.211826,0.306448,0.23808,0.22558,0.396691,0.361087,0.111305,0.196179,0.377211,0.710873,0.544078,2.880169,13.493006,24.95219,24.237535,10.57626,2.480126,0.777766,0.584739,0.133944,0.185427,0.373657,0.2764,0.132445,0.220927,8.251385,7.850102,0.401688,0.938142,1.041421,1.867382,1.073938,0.271818,1.140208,1.269668,0.373238,0.457199,0.479407,0.282878,0.556816,0.626046,0.657959,0.174072,0.104684,0.108302,0.569285,0.482578,0.816028,0.507591,0.83396,0.6868,0.416377,0.297505,0.46712,0.122885,0.240169,0.24302,0.129469,0.359641,2.531796,1,1
398,'2018/02/16 00:07:04:507',4,0.910909,0.910909,0.910909,0.910909,0.910909,0.910909,0.910909,0.910909,0.567755,0.567755,0.567755,0.567755,0.567755,0.567755,0.567755,0.253898,0.253898,0.253898,0.253898,0.253898,0.244403,0.244403,0.244403,0.244403,0.248477,0.248477,0.248477,0.168536,0.168536,0.168536,0.280652,0.280652,0.39446,0.39446,0.451274,0.451274,0.475155,0.475155,0.45194,0.390447,0.390447,0.319779,0.290081,0.294543,0.22543,0.095165,0.166747,0.28595,0.471194,0.655169,0.583801,0.266853,0.539236,0.346019,0.196097,1.167837,2.111936,12.69276,23.756464,22.940235,9.784157,1.782032,0.51327,0.343024,0.14386,0.071174,0.077642,0.150082,0.137527,0.443864,9.321652,8.798912,0.41293,0.151956,0.105084,0.190571,0.201375,0.573275,0.228991,0.27703,0.260953,0.088606,0.307114,0.251328,0.196315,0.100982,0.252245,0.044729,0.081963,0.099045,0.124454,0.246304,0.233811,0.136248,0.186202,0.140709,0.174338,0.162787,0.091999,0.072473,0.061875,0.117946,0.090809,0.087654,2.225638,1,1
399,'2018/02/16 00:07:04:524',4,1.577437,1.577437,1.577437,1.577437,1.577437,1.577437,1.577437,1.577437,1.581246,1.581246,1.581246,1.581246,1.581246,1.581246,1.581246,1.211532,1.211532,1.211532,1.211532,1.211532,0.711379,0.711379,0.711379,0.711379,0.518961,0.518961,0.518961,0.487468,0.487468,0.487468,0.430478,0.430478,0.44263,0.44263,0.45121,0.45121,0.393877,0.393877,0.27357,0.140457,0.140457,0.066982,0.103327,0.140703,0.058867,0.110205,0.168515,0.089779,0.10353,0.154888,0.215926,0.294625,0.116333,0.27856,0.348803,0.75364,2.709673,12.259251,23.56476,22.82563,9.706806,1.935259,0.623215,0.359728,0.33243,0.233954,0.116676,0.205398,0.234064,0.477973,9.366018,9.05992,0.569465,0.390003,0.476284,1.009167,0.418037,0.685409,0.638229,0.718912,0.480028,0.507874,0.825447,0.522661,0.651306,0.282953,0.51614,0.298226,0.137509,0.278966,0.174727,0.585626,0.682755,0.94793,0.861797,0.420527,0.527925,0.36397,0.206992,0.171789,0.121679,0.181739,0.08424,0.251136,2.197147,1,1
400,'2018/02/16 00:07:04:541',4,1.459458,1.459458,1.459458,1.459458,1.459458,1.459458,1.459458,1.459458,0.994318,0.994318,0.994318,0.994318,0.994318,0.994318,0.994318,0.532648,0.532648,0.532648,0.532648,0.532648,0.367451,0.367451,0.367451,0.367451,0.401654,0.401654,0.401654,0.290171,0.290171,0.290171,0.091262,0.091262,0.09287,0.09287,0.129552,0.129552,0.170322,0.170322,0.234461,0.202408,0.202408,0.158388,0.277522,0.363249,0.331247,0.210268,0.147998,0.234059,0.230257,0.206933,0.21807,0.09702,0.452481,0.277595,0.138133,0.70463,2.429052,12.727569,23.640909,22.834248,10.068922,1.494018,0.559066,0.445082,0.150243,0.103649,0.158372,0.202412,0.234111,0.54704,9.894457,9.706919,0.374504,0.292436,0.469556,0.882906,0.364517,1.030355,1.703725,1.088882,0.773011,0.360601,0.497662,0.483582,0.43265,0.184646,0.387299,0.162667,0.182759,0.244435,0.288879,0.668814,0.539344,0.587623,0.752581,0.454306,0.423658,0.200234,0.199425,0.133828,0.130296,0.162729,0.107817,0.176761,2.223682,1,1
401,'2018/02/16 00:07:04:557',4,0.907157,0.907157,0.907157,0.907157,0.907157,0.907157,0.907157,0.907157,0.527826,0.527826,0.527826,0.527826,0.527826,0.527826,0.527826,0.314598,0.314598,0.314598,0.314598,0.314598,0.321398,0.321398,0.321398,0.321398,0.368259,0.368259,0.368259,0.377437,0.377437,0.377437,0.350185,0.350185,0.279804,0.279804,0.139651,0.139651,0.057129,0.057129,0.207255,0.230873,0.230873,0.159044,0.120508,0.151691,0.195554,0.235762,0.182559,0.029235,0.123722,0.24888,0.293203,0.383081,0.060313,0.231193,0.284704,1.050916,2.218733,12.017923,23.208321,22.480179,9.334103,1.944217,0.432127,0.467066,0.14399,0.190758,0.220315,0.111784,0.19434,0.606921,8.259367,8.878424,0.385228,0.245684,0.183977,0.276633,0.474573,0.368239,0.32117,0.517866,0.201128,0.149566,0.441081,0.275843,0.329754,0.378916,0.276078,0.055883,0.093605,0.088559,0.266342,0.221953,0.429531,0.293993,0.283718,0.347011,0.416792,0.231701,0.140289,0.132019,0.085877,0.097523,0.083162,0.140894,2.108168,1,1
402,'2018/02/16 00:07:04:574',4,1.315762,1.315762,1.315762,1.315762,1.315762,1.315762,1.315762,1.315762,0.910605,0.910605,0.910605,0.910605,0.910605,0.910605,0.910605,0.515582,0.515582,0.515582,0.515582,0.515582,0.219937,0.219937,0.219937,0.219937,0.178578,0.178578,0.178578,0.256108,0.256108,0.256108,0.493276,0.493276,0.66224,0.66224,0.635452,0.635452,0.476749,0.476749,0.317059,0.237918,0.237918,0.205096,0.14549,0.087884,0.159877,0.28408,0.286161,0.185856,0.221565,0.263151,0.380536,0.5285,0.139756,0.311168,0.508561,0.70079,2.108809,12.17573,23.294296,22.684965,10.072489,1.711607,0.554087,0.481716,0.177022,0.190927,0.214559,0.175622,0.197836,0.699088,8.424048,8.294448,0.418923,0.477419,0.583957,1.187194,0.484386,0.408701,1.414422,2.214825,1.376074,0.650911,0.486916,0.381667,0.77178,0.48257,0.426333,0.093137,0.126022,0.339974,0.409339,0.567938,0.495676,0.672006,0.986684,0.489057,0.631912,0.384277,0.353479,0.12759,0.134907,0.155223,0.090266,0.284635,2.109416,1,1
403,'2018/02/16 00:07:04:591',4,1.724435,1.724435,1.724435,1.724435,1.724435,1.724435,1.724435,1.724435,1.63125,1.63125,1.63125,1.63125,1.63125,1.63125,1.63125,1.334467,1.334467,1.334467,1.334467,1.334467,0.883462,0.883462,0.883462,0.883462,0.486973,0.486973,0.486973,0.273357,0.273357,0.273357,0.12557,0.12557,0.108898,0.108898,0.214806,0.214806,0.288255,0.288255,0.295441,0.207707,0.207707,0.039973,0.181491,0.284532,0.230761,0.178672,0.191605,0.1409,0.181123,0.392195,0.396772,0.110915,0.317361,0.314127,0.299726,1.067378,1.769443,12.603968,23.635372,23.052362,10.711476,1.502792,0.549929,0.323545,0.103025,0.208328,0.214449,0.193414,0.16507,0.298232,9.988241,10.333073,0.590985,0.292031,0.28182,0.642965,0.329018,0.678991,0.335149,0.329763,0.233402,0.153113,0.328196,0.333649,0.204187,0.306963,0.377497,0.102919,0.075743,0.10475,0.216098,0.522534,0.423744,0.356928,0.443065,0.295712,0.312411,0.144932,0.16384,0.104071,0.082372,0.120257,0.075644,0.167148,2.205304,1,1
404,'2018/02/16 00:07:04:608',4,0.349191,0.349191,0.349191,0.349191,0.349191,0.349191,0.349191,0.349191,0.459825,0.459825,0.459825,0.459825,0.459825,0.459825,0.459825,0.572414,0.572414,0.572414,0.572414,0.572414,0.650891,0.650891,0.650891,0.650891,0.625291,0.625291,0.625291,0.51971,0.51971,0.51971,0.476374,0.476374,0.458532,0.458532,0.324421,0.324421,0.128161,0.128161,0.18989,0.361672,0.361672,0.472987,0.486323,0.405796,0.282151,0.165553,0.073834,0.063335,0.050775,0.179528,0.169457,0.053463,0.299088,0.284768,0.307008,0.883109,2.360003,11.938942,23.476101,23.057095,10.49931,1.829371,0.613835,0.361117,0.395077,0.124835,0.334006,0.192881,0.233493,0.518955,8.972673,9.040742,0.434199,0.60114,0.369926,1.939293,0.743117,1.224488,1.45526,1.943772,0.493765,0.404118,0.818609,0.351683,0.560071,0.301389,0.532616,0.182463,0.263147,0.27836,0.318568,0.522925,0.595346,0.472043,0.875481,0.713357,0.458312,0.51686,0.35919,0.172683,0.09365,0.166144,0.158324,0.315662,2.211771,1,1
405,'2018/02/16 00:07:04:624',4,0.406753,0.406753,0.406753,0.406753,0.406753,0.406753,0.406753,0.406753,0.660777,0.660777,0.660777,0.660777,0.660777,0.660777,0.660777,0.61857,0.61857,0.61857,0.61857,0.61857,0.577322,0.577322,0.577322,0.577322,0.60819,0.60819,0.60819,0.57106,0.57106,0.57106,0.447225,0.447225,0.341969,0.341969,0.287341,0.287341,0.170415,0.170415,0.07541,0.181397,0.181397,0.203028,0.205889,0.252567,0.263597,0.267514,0.264527,0.201349,0.230009,0.332866,0.310178,0.370897,0.165809,0.286219,0.395267,0.876501,2.560512,12.232385,24.157887,23.90341,11.358759,1.9367,0.535635,0.246278,0.277484,0.205768,0.211367,0.205809,0.208096,0.328772,7.507313,8.313605,0.332973,0.13245,0.17191,0.641587,0.952966,0.874933,0.913716,0.557545,0.530856,0.243228,0.50689,0.333752,0.39378,0.203907,0.202624,0.155648,0.160246,0.142727,0.28943,0.39467,0.519763,0.173065,0.448941,0.322434,0.413721,0.18135,0.194239,0.071506,0.103137,0.110703,0.078185,0.146222,2.354119,1,1
406,'2018/02/16 00:07:04:641',4,0.210141,0.210141,0.210141,0.210141,0.210141,0.210141,0.210141,0.210141,0.633753,0.633753,0.633753,0.633753,0.633753,0.633753,0.633753,0.811762,0.811762,0.811762,0.811762,0.811762,0.888781,0.888781,0.888781,0.888781,0.860512,0.860512,0.860512,0.742642,0.742642,0.742642,0.573502,0.573502,0.389007,0.389007,0.295105,0.295105,0.362071,0.362071,0.419114,0.380261,0.380261,0.25056,0.093832,0.079238,0.148573,0.198783,0.243234,0.442991,0.554511,0.434491,0.319571,0.305528,0.370017,0.467859,0.635205,0.944714,2.72419,12.248066,24.610626,24.560616,12.135119,2.113137,0.596437,0.251413,0.247209,0.189123,0.119679,0.096411,0.193099,0.294559,7.05057,8.46288,0.32505,0.167575,0.208638,1.815878,1.530137,1.573995,0.975759,1.224682,0.273148,0.289941,0.524011,0.185573,0.783047,0.603124,0.257625,0.127283,0.191499,0.247176,0.592304,0.557419,0.533905,0.723931,0.730819,0.413407,0.506721,0.503963,0.247803,0.160308,0.207647,0.15419,0.138362,0.265863,2.511015,1,1
407,'2018/02/16 00:07:04:657',4,0.987689,0.987689,0.987689,0.987689,0.987689,0.987689,0.987689,0.987689,0.696163,0.696163,0.696163,0.696163,0.696163,0.696163,0.696163,0.494874,0.494874,0.494874,0.494874,0.494874,0.615137,0.615137,0.615137,0.615137,0.765326,0.765326,0.765326,0.773396,0.773396,0.773396,0.714852,0.714852,0.607293,0.607293,0.433225,0.433225,0.254078,0.254078,0.105097,0.022922,0.022922,0.062958,0.10766,0.082359,0.110219,0.136103,0.251414,0.487986,0.611235,0.549962,0.485657,0.429549,0.27833,0.404522,0.736101,0.849666,2.964695,13.079128,25.751007,25.83613,13.289595,2.548945,0.723927,0.223209,0.291358,0.15909,0.119019,0.187771,0.158781,0.324314,5.638412,7.444461,0.3088,0.218773,0.233298,0.646408,1.036565,0.9893,0.863653,0.954335,0.666607,0.580247,0.39279,0.308776,0.460894,0.302952,0.469482,0.125539,0.10983,0.166383,0.126277,0.364285,0.537171,0.694374,0.520192,0.564861,0.296,0.195062,0.250845,0.085876,0.081976,0.07384,0.09285,0.180565,2.863974,1,1
